zip,Zipcode name,City,State,County Name
41833,"LINEFORK, KY",LINEFORK,KY,LETCHER
41834,"LITTCARR, KY",LITTCARR,KY,KNOTT
42352,"LIVERMORE, KY",LIVERMORE,KY,MCLEAN
40445,"LIVINGSTON, KY",LIVINGSTON,KY,ROCKCASTLE
40036,"LOCKPORT, KY",LOCKPORT,KY,HENRY
40741,"LONDON, KY",LONDON,KY,LAUREL
40742,"LONDON, KY",LONDON,KY,LAUREL
40743,"LONDON, KY",LONDON,KY,LAUREL
40744,"LONDON, KY",LONDON,KY,LAUREL
41347,"LONE, KY",LONE,KY,LEE
41542,"LOOKOUT, KY",LOOKOUT,KY,PIKE
40037,"LORETTO, KY",LORETTO,KY,MARION
41348,"LOST CREEK, KY",LOST CREEK,KY,BREATHITT
41230,"LOUISA, KY",LOUISA,KY,LAWRENCE
40201,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40202,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40203,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40204,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40205,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40206,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40207,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40208,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40209,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40210,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40211,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40212,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40213,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40214,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40215,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40216,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40217,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40218,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40219,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40220,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40221,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40222,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40223,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40224,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40225,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40228,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40229,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40231,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40232,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40233,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40241,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40242,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40243,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40245,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40250,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40251,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40252,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40253,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40255,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40256,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40257,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40258,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40259,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40261,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40266,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40268,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40269,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40270,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40272,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40280,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40289,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40291,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40292,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40295,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40297,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40298,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
40299,"LOUISVILLE, KY",LOUISVILLE,KY,JEFFERSON
42060,"LOVELACEVILLE, KY",LOVELACEVILLE,KY,BALLARD
41231,"LOVELY, KY",LOVELY,KY,MARTIN
42061,"LOWES, KY",LOWES,KY,GRAVES
41232,"LOWMANSVILLE, KY",LOWMANSVILLE,KY,LAWRENCE
40854,"LOYALL, KY",LOYALL,KY,HARLAN
42156,"LUCAS, KY",LUCAS,KY,BARREN
40855,"LYNCH, KY",LYNCH,KY,HARLAN
42355,"MACEO, KY",MACEO,KY,DAVIESS
40040,"MACKVILLE, KY",MACKVILLE,KY,WASHINGTON
42431,"MADISONVILLE, KY",MADISONVILLE,KY,HOPKINS
42757,"MAGNOLIA, KY",MAGNOLIA,KY,LARUE
41836,"MALLIE, KY",MALLIE,KY,KNOTT
41451,"MALONE, KY",MALONE,KY,MORGAN
42259,"MAMMOTH CAVE, KY",MAMMOTH CAVE,KY,EDMONSON
40962,"MANCHESTER, KY",MANCHESTER,KY,CLAY
42436,"MANITOU, KY",MANITOU,KY,HOPKINS
42758,"MANNSVILLE, KY",MANNSVILLE,KY,TAYLOR
42356,"MAPLE MOUNT, KY",MAPLE MOUNT,KY,DAVIESS
42064,"MARION, KY",MARION,KY,CRITTENDEN
42759,"MARROWBONE, KY",MARROWBONE,KY,CUMBERLAND
42631,"MARSHES SIDING, KY",MARSHES SIDING,KY,MCCREARY
41159,"MARTHA, KY",MARTHA,KY,LAWRENCE
41649,"MARTIN, KY",MARTIN,KY,FLOYD
40964,"MARY ALICE, KY",MARY ALICE,KY,HARLAN
40041,"MASONIC HOME, KY",MASONIC HOME,KY,JEFFERSON
42066,"MAYFIELD, KY",MAYFIELD,KY,GRAVES
41837,"MAYKING, KY",MAYKING,KY,LETCHER
41055,"MAYSLICK, KY",MAYSLICK,KY,MASON
41056,"MAYSVILLE, KY",MAYSVILLE,KY,MASON
41543,"MC ANDREWS, KY",MC ANDREWS,KY,PIKE
41544,"MC CARR, KY",MC CARR,KY,PIKE
40152,"MC DANIELS, KY",MC DANIELS,KY,BRECKINRIDGE
41647,"MC DOWELL, KY",MC DOWELL,KY,FLOYD
42354,"MC HENRY, KY",MC HENRY,KY,OHIO
40447,"MC KEE, KY",MC KEE,KY,JACKSON
40448,"MC KINNEY, KY",MC KINNEY,KY,LINCOLN
40153,"MC QUADY, KY",MC QUADY,KY,BRECKINRIDGE
41234,"MEALLY, KY",MEALLY,KY,JOHNSON
40346,"MEANS, KY",MEANS,KY,MENIFEE
42069,"MELBER, KY",MELBER,KY,GRAVES
41059,"MELBOURNE, KY",MELBOURNE,KY,CAMPBELL
41650,"MELVIN, KY",MELVIN,KY,FLOYD
42541,"MIDDLEBURG, KY",MIDDLEBURG,KY,CASEY
40965,"MIDDLESBORO, KY",MIDDLESBORO,KY,BELL
40347,"MIDWAY, KY",MIDWAY,KY,WOODFORD
42070,"MILBURN, KY",MILBURN,KY,CARLISLE
40348,"MILLERSBURG, KY",MILLERSBURG,KY,BOURBON
42762,"MILLWOOD, KY",MILLWOOD,KY,GRAYSON
40045,"MILTON, KY",MILTON,KY,TRIMBLE
41651,"MINNIE, KY",MINNIE,KY,FLOYD
40856,"MIRACLE, KY",MIRACLE,KY,BELL
41352,"MIZE, KY",MIZE,KY,MORGAN
42633,"MONTICELLO, KY",MONTICELLO,KY,WAYNE
40351,"MOREHEAD, KY",MOREHEAD,KY,ROWAN
42437,"MORGANFIELD, KY",MORGANFIELD,KY,UNION
42261,"MORGANTOWN, KY",MORGANTOWN,KY,BUTLER
41063,"MORNING VIEW, KY",MORNING VIEW,KY,KENTON
42440,"MORTONS GAP, KY",MORTONS GAP,KY,HOPKINS
40046,"MOUNT EDEN, KY",MOUNT EDEN,KY,SPENCER
42157,"MOUNT HERMON, KY",MOUNT HERMON,KY,MONROE
41064,"MOUNT OLIVET, KY",MOUNT OLIVET,KY,ROBERTSON
42764,"MOUNT SHERMAN, KY",MOUNT SHERMAN,KY,LARUE
40353,"MOUNT STERLING, KY",MOUNT STERLING,KY,MONTGOMERY
40456,"MOUNT VERNON, KY",MOUNT VERNON,KY,ROCKCASTLE
40047,"MOUNT WASHINGTON, KY",MOUNT WASHINGTON,KY,BULLITT
41839,"MOUSIE, KY",MOUSIE,KY,KNOTT
41548,"MOUTHCARD, KY",MOUTHCARD,KY,PIKE
40155,"MULDRAUGH, KY",MULDRAUGH,KY,MEADE
42765,"MUNFORDVILLE, KY",MUNFORDVILLE,KY,HART
42071,"MURRAY, KY",MURRAY,KY,CALLOWAY
41065,"MUSES MILLS, KY",MUSES MILLS,KY,FLEMING
41549,"MYRA, KY",MYRA,KY,PIKE
42544,"NANCY, KY",NANCY,KY,PULASKI
40048,"NAZARETH, KY",NAZARETH,KY,NELSON
42441,"NEBO, KY",NEBO,KY,HOPKINS
41840,"NEON, KY",NEON,KY,LETCHER
40049,"NERINX, KY",NERINX,KY,MARION
40050,"NEW CASTLE, KY",NEW CASTLE,KY,HENRY
42076,"NEW CONCORD, KY",NEW CONCORD,KY,CALLOWAY
40051,"NEW HAVEN, KY",NEW HAVEN,KY,NELSON
40052,"NEW HOPE, KY",NEW HOPE,KY,NELSON
40355,"NEW LIBERTY, KY",NEW LIBERTY,KY,OWEN
41071,"NEWPORT, KY",NEWPORT,KY,CAMPBELL
41072,"NEWPORT, KY",NEWPORT,KY,CAMPBELL
41076,"NEWPORT, KY",NEWPORT,KY,CAMPBELL
41099,"NEWPORT, KY",NEWPORT,KY,CAMPBELL
40340,"NICHOLASVILLE, KY",NICHOLASVILLE,KY,JESSAMINE
40356,"NICHOLASVILLE, KY",NICHOLASVILLE,KY,JESSAMINE
40357,"NORTH MIDDLETOWN, KY",NORTH MIDDLETOWN,KY,BOURBON
42442,"NORTONVILLE, KY",NORTONVILLE,KY,HOPKINS
42262,"OAK GROVE, KY",OAK GROVE,KY,CHRISTIAN
42159,"OAKLAND, KY",OAKLAND,KY,WARREN
41238,"OIL SPRINGS, KY",OIL SPRINGS,KY,JOHNSON
42361,"OLATON, KY",OLATON,KY,OHIO
41164,"OLIVE HILL, KY",OLIVE HILL,KY,CARTER
42265,"OLMSTEAD, KY",OLMSTEAD,KY,LOGAN
40358,"OLYMPIA, KY",OLYMPIA,KY,BATH
40972,"ONEIDA, KY",ONEIDA,KY,CLAY
40460,"ORLANDO, KY",ORLANDO,KY,ROCKCASTLE
42301,"OWENSBORO, KY",OWENSBORO,KY,DAVIESS
42302,"OWENSBORO, KY",OWENSBORO,KY,DAVIESS
42303,"OWENSBORO, KY",OWENSBORO,KY,DAVIESS
42304,"OWENSBORO, KY",OWENSBORO,KY,DAVIESS
40359,"OWENTON, KY",OWENTON,KY,OWEN
40360,"OWINGSVILLE, KY",OWINGSVILLE,KY,BATH
42001,"PADUCAH, KY",PADUCAH,KY,MCCRACKEN
42002,"PADUCAH, KY",PADUCAH,KY,MCCRACKEN
42003,"PADUCAH, KY",PADUCAH,KY,MCCRACKEN
40461,"PAINT LICK, KY",PAINT LICK,KY,GARRARD
41240,"PAINTSVILLE, KY",PAINTSVILLE,KY,JOHNSON
40361,"PARIS, KY",PARIS,KY,BOURBON
40362,"PARIS, KY",PARIS,KY,BOURBON
42160,"PARK CITY, KY",PARK CITY,KY,BARREN
42634,"PARKERS LAKE, KY",PARKERS LAKE,KY,MCCREARY
40464,"PARKSVILLE, KY",PARKSVILLE,KY,BOYLE
40862,"PARTRIDGE, KY",PARTRIDGE,KY,LETCHER
40863,"PATHFORK, KY",PATHFORK,KY,HARLAN
40157,"PAYNEVILLE, KY",PAYNEVILLE,KY,MEADE
42266,"PEMBROKE, KY",PEMBROKE,KY,CHRISTIAN
40055,"PENDLETON, KY",PENDLETON,KY,HENRY
40363,"PERRY PARK, KY",PERRY PARK,KY,OWEN
40468,"PERRYVILLE, KY",PERRYVILLE,KY,BOYLE
41080,"PETERSBURG, KY",PETERSBURG,KY,BOONE
40056,"PEWEE VALLEY, KY",PEWEE VALLEY,KY,OLDHAM
41553,"PHELPS, KY",PHELPS,KY,PIKE
42366,"PHILPOT, KY",PHILPOT,KY,DAVIESS
41554,"PHYLLIS, KY",PHYLLIS,KY,PIKE
41501,"PIKEVILLE, KY",PIKEVILLE,KY,PIKE
41502,"PIKEVILLE, KY",PIKEVILLE,KY,PIKE
41250,"PILGRIM, KY",PILGRIM,KY,MARTIN
42635,"PINE KNOT, KY",PINE KNOT,KY,MCCREARY
41360,"PINE RIDGE, KY",PINE RIDGE,KY,WOLFE
41843,"PINE TOP, KY",PINE TOP,KY,KNOTT
40977,"PINEVILLE, KY",PINEVILLE,KY,BELL
41844,"PIPPA PASSES, KY",PIPPA PASSES,KY,KNOTT
40755,"PITTSBURG, KY",PITTSBURG,KY,LAUREL
40057,"PLEASUREVILLE, KY",PLEASUREVILLE,KY,HENRY
41081,"PLUMMERS LANDING, KY",PLUMMERS LANDING,KY,FLEMING
42444,"POOLE, KY",POOLE,KY,WEBSTER
40058,"PORT ROYAL, KY",PORT ROYAL,KY,HENRY
42367,"POWDERLY, KY",POWDERLY,KY,MUHLENBERG
41845,"PREMIUM, KY",PREMIUM,KY,LETCHER
40366,"PRESTON, KY",PRESTON,KY,BATH
41653,"PRESTONSBURG, KY",PRESTONSBURG,KY,FLOYD
42445,"PRINCETON, KY",PRINCETON,KY,CALDWELL
41655,"PRINTER, KY",PRINTER,KY,FLOYD
40059,"PROSPECT, KY",PROSPECT,KY,JEFFERSON
42450,"PROVIDENCE, KY",PROVIDENCE,KY,WEBSTER
40865,"PUTNEY, KY",PUTNEY,KY,HARLAN
41166,"QUINCY, KY",QUINCY,KY,LEWIS
41557,"RACCOON, KY",RACCOON,KY,PIKE
40159,"RADCLIFF, KY",RADCLIFF,KY,HARDIN
40160,"RADCLIFF, KY",RADCLIFF,KY,HARDIN
41558,"RANSOM, KY",RANSOM,KY,PIKE
41861,"RAVEN, KY",RAVEN,KY,KNOTT
40472,"RAVENNA, KY",RAVENNA,KY,ESTILL
40060,"RAYWICK, KY",RAYWICK,KY,MARION
41847,"REDFOX, KY",REDFOX,KY,KNOTT
42451,"REED, KY",REED,KY,HENDERSON
41559,"REGINA, KY",REGINA,KY,PIKE
40473,"RENFRO VALLEY, KY",RENFRO VALLEY,KY,ROCKCASTLE
42638,"REVELO, KY",REVELO,KY,MCCREARY
42368,"REYNOLDS STATION, KY",REYNOLDS STATION,KY,OHIO
40161,"RHODELIA, KY",RHODELIA,KY,MEADE
40475,"RICHMOND, KY",RICHMOND,KY,MADISON
40476,"RICHMOND, KY",RICHMOND,KY,MADISON
40162,"RINEYVILLE, KY",RINEYVILLE,KY,HARDIN
41254,"RIVER, KY",RIVER,KY,JOHNSON
40979,"ROARK, KY",ROARK,KY,LESLIE
42452,"ROBARDS, KY",ROBARDS,KY,HENDERSON
41560,"ROBINSON CREEK, KY",ROBINSON CREEK,KY,PIKE
42273,"ROCHESTER, KY",ROCHESTER,KY,BUTLER
42274,"ROCKFIELD, KY",ROCKFIELD,KY,WARREN
40759,"ROCKHOLDS, KY",ROCKHOLDS,KY,WHITLEY
41561,"ROCKHOUSE, KY",ROCKHOUSE,KY,PIKE
42369,"ROCKPORT, KY",ROCKPORT,KY,OHIO
42163,"ROCKY HILL, KY",ROCKY HILL,KY,EDMONSON
42275,"ROUNDHILL, KY",ROUNDHILL,KY,EDMONSON
41366,"ROUSSEAU, KY",ROUSSEAU,KY,BREATHITT
41848,"ROXANA, KY",ROXANA,KY,LETCHER
41464,"ROYALTON, KY",ROYALTON,KY,MAGOFFIN
42371,"RUMSEY, KY",RUMSEY,KY,MCLEAN
41168,"RUSH, KY",RUSH,KY,BOYD
41169,"RUSSELL, KY",RUSSELL,KY,GREENUP
42642,"RUSSELL SPRINGS, KY",RUSSELL SPRINGS,KY,RUSSELL
42276,"RUSSELLVILLE, KY",RUSSELLVILLE,KY,LOGAN
42372,"SACRAMENTO, KY",SACRAMENTO,KY,MCLEAN
40370,"SADIEVILLE, KY",SADIEVILLE,KY,SCOTT
40061,"SAINT CATHARINE, KY",SAINT CATHARINE,KY,WASHINGTON
42453,"SAINT CHARLES, KY",SAINT CHARLES,KY,HOPKINS
40062,"SAINT FRANCIS, KY",SAINT FRANCIS,KY,MARION
40063,"SAINT MARY, KY",SAINT MARY,KY,MARION
42078,"SALEM, KY",SALEM,KY,LIVINGSTON
40371,"SALT LICK, KY",SALT LICK,KY,BATH
40372,"SALVISA, KY",SALVISA,KY,MERCER
41465,"SALYERSVILLE, KY",SALYERSVILLE,KY,MAGOFFIN
41083,"SANDERS, KY",SANDERS,KY,CARROLL
40481,"SANDGAP, KY",SANDGAP,KY,JACKSON
41171,"SANDY HOOK, KY",SANDY HOOK,KY,ELLIOTT
41759,"SASSAFRAS, KY",SASSAFRAS,KY,KNOTT
42553,"SCIENCE HILL, KY",SCIENCE HILL,KY,PULASKI
42164,"SCOTTSVILLE, KY",SCOTTSVILLE,KY,ALLEN
41760,"SCUDDY, KY",SCUDDY,KY,PERRY
42455,"SEBREE, KY",SEBREE,KY,WEBSTER
42079,"SEDALIA, KY",SEDALIA,KY,GRAVES
40983,"SEXTONS CREEK, KY",SEXTONS CREEK,KY,CLAY
42280,"SHARON GROVE, KY",SHARON GROVE,KY,TODD
40374,"SHARPSBURG, KY",SHARPSBURG,KY,BATH
41562,"SHELBIANA, KY",SHELBIANA,KY,PIKE
41563,"SHELBY GAP, KY",SHELBY GAP,KY,PIKE
40065,"SHELBYVILLE, KY",SHELBYVILLE,KY,SHELBY
40066,"SHELBYVILLE, KY",SHELBYVILLE,KY,SHELBY
40165,"SHEPHERDSVILLE, KY",SHEPHERDSVILLE,KY,BULLITT
41564,"SIDNEY, KY",SIDNEY,KY,PIKE
40763,"SILER, KY",SILER,KY,WHITLEY
41085,"SILVER GROVE, KY",SILVER GROVE,KY,CAMPBELL
40067,"SIMPSONVILLE, KY",SIMPSONVILLE,KY,SHELBY
41255,"SITKA, KY",SITKA,KY,JOHNSON
40376,"SLADE, KY",SLADE,KY,POWELL
42456,"SLAUGHTERS, KY",SLAUGHTERS,KY,WEBSTER
41763,"SLEMP, KY",SLEMP,KY,PERRY
42457,"SMITH MILLS, KY",SMITH MILLS,KY,HENDERSON
40068,"SMITHFIELD, KY",SMITHFIELD,KY,HENRY
42081,"SMITHLAND, KY",SMITHLAND,KY,LIVINGSTON
42171,"SMITHS GROVE, KY",SMITHS GROVE,KY,WARREN
41173,"SOLDIER, KY",SOLDIER,KY,CARTER
42501,"SOMERSET, KY",SOMERSET,KY,PULASKI
42502,"SOMERSET, KY",SOMERSET,KY,PULASKI
42503,"SOMERSET, KY",SOMERSET,KY,PULASKI
42776,"SONORA, KY",SONORA,KY,HARDIN
42374,"SOUTH CARROLLTON, KY",SOUTH CARROLLTON,KY,MUHLENBERG
41174,"SOUTH PORTSMOUTH, KY",SOUTH PORTSMOUTH,KY,GREENUP
41175,"SOUTH SHORE, KY",SOUTH SHORE,KY,GREENUP
41503,"SOUTH WILLIAMSON, KY",SOUTH WILLIAMSON,KY,PIKE
41086,"SPARTA, KY",SPARTA,KY,GALLATIN
42458,"SPOTTSVILLE, KY",SPOTTSVILLE,KY,HENDERSON
40069,"SPRINGFIELD, KY",SPRINGFIELD,KY,WASHINGTON
41256,"STAFFORDSVILLE, KY",STAFFORDSVILLE,KY,JOHNSON
41257,"STAMBAUGH, KY",STAMBAUGH,KY,JOHNSON
40379,"STAMPING GROUND, KY",STAMPING GROUND,KY,SCOTT
40484,"STANFORD, KY",STANFORD,KY,LINCOLN
40380,"STANTON, KY",STANTON,KY,POWELL
41659,"STANVILLE, KY",STANVILLE,KY,FLOYD
42647,"STEARNS, KY",STEARNS,KY,MCCREARY
41566,"STEELE, KY",STEELE,KY,PIKE
40170,"STEPHENSPORT, KY",STEPHENSPORT,KY,BRECKINRIDGE
40868,"STINNETT, KY",STINNETT,KY,LESLIE
41567,"STONE, KY",STONE,KY,PIKE
40988,"STONEY FORK, KY",STONEY FORK,KY,BELL
41568,"STOPOVER, KY",STOPOVER,KY,PIKE
42649,"STRUNK, KY",STRUNK,KY,MCCREARY
42459,"STURGIS, KY",STURGIS,KY,UNION
42460,"SULLIVAN, KY",SULLIVAN,KY,UNION
40070,"SULPHUR, KY",SULPHUR,KY,HENRY
42166,"SUMMER SHADE, KY",SUMMER SHADE,KY,METCALFE
42782,"SUMMERSVILLE, KY",SUMMERSVILLE,KY,GREEN
42285,"SWEEDEN, KY",SWEEDEN,KY,EDMONSON
42082,"SYMSONIA, KY",SYMSONIA,KY,GRAVES
42558,"TATEVILLE, KY",TATEVILLE,KY,PULASKI
40071,"TAYLORSVILLE, KY",TAYLORSVILLE,KY,SPENCER
41260,"THELMA, KY",THELMA,KY,JOHNSON
41855,"THORNTON, KY",THORNTON,KY,LETCHER
41766,"THOUSANDSTICKS, KY",THOUSANDSTICKS,KY,LESLIE
42083,"TILINE, KY",TILINE,KY,LIVINGSTON
41189,"TOLLESBORO, KY",TOLLESBORO,KY,LEWIS
41262,"TOMAHAWK, KY",TOMAHAWK,KY,MARTIN
42167,"TOMPKINSVILLE, KY",TOMPKINSVILLE,KY,MONROE
41862,"TOPMOST, KY",TOPMOST,KY,KNOTT
40870,"TOTZ, KY",TOTZ,KY,HARLAN
41663,"TRAM, KY",TRAM,KY,FLOYD
42286,"TRENTON, KY",TRENTON,KY,TODD
40075,"TURNERS STATION, KY",TURNERS STATION,KY,HENRY
41263,"TUTOR KEY, KY",TUTOR KEY,KY,JOHNSON
40486,"TYNER, KY",TYNER,KY,JACKSON
41264,"ULYSSES, KY",ULYSSES,KY,LAWRENCE
41091,"UNION, KY",UNION,KY,BOONE
40171,"UNION STAR, KY",UNION STAR,KY,BRECKINRIDGE
42461,"UNIONTOWN, KY",UNIONTOWN,KY,UNION
42784,"UPTON, KY",UPTON,KY,HARDIN
42376,"UTICA, KY",UTICA,KY,DAVIESS
41265,"VAN LEAR, KY",VAN LEAR,KY,JOHNSON
41179,"VANCEBURG, KY",VANCEBURG,KY,LEWIS
41385,"VANCLEVE, KY",VANCLEVE,KY,BREATHITT
41571,"VARNEY, KY",VARNEY,KY,PIKE
41092,"VERONA, KY",VERONA,KY,BOONE
40383,"VERSAILLES, KY",VERSAILLES,KY,WOODFORD
40384,"VERSAILLES, KY",VERSAILLES,KY,WOODFORD
41772,"VEST, KY",VEST,KY,KNOTT
41773,"VICCO, KY",VICCO,KY,PERRY
41386,"VINCENT, KY",VINCENT,KY,OWSLEY
40175,"VINE GROVE, KY",VINE GROVE,KY,HARDIN
41774,"VIPER, KY",VIPER,KY,PERRY
41572,"VIRGIE, KY",VIRGIE,KY,PIKE
40385,"WACO, KY",WACO,KY,MADISON
40076,"WADDY, KY",WADDY,KY,SHELBY
41093,"WALLINGFORD, KY",WALLINGFORD,KY,FLEMING
40873,"WALLINS CREEK, KY",WALLINS CREEK,KY,HARLAN
41094,"WALTON, KY",WALTON,KY,BOONE
41267,"WARFIELD, KY",WARFIELD,KY,MARTIN
41095,"WARSAW, KY",WARSAW,KY,GALLATIN
41096,"WASHINGTON, KY",WASHINGTON,KY,MASON
42085,"WATER VALLEY, KY",WATER VALLEY,KY,GRAVES
42462,"WAVERLY, KY",WAVERLY,KY,UNION
41666,"WAYLAND, KY",WAYLAND,KY,FLOYD
40489,"WAYNESBURG, KY",WAYNESBURG,KY,LINCOLN
41180,"WEBBVILLE, KY",WEBBVILLE,KY,LAWRENCE
40176,"WEBSTER, KY",WEBSTER,KY,BRECKINRIDGE
41667,"WEEKSBURY, KY",WEEKSBURY,KY,FLOYD
40387,"WELLINGTON, KY",WELLINGTON,KY,MENIFEE
41472,"WEST LIBERTY, KY",WEST LIBERTY,KY,MORGAN
42086,"WEST PADUCAH, KY",WEST PADUCAH,KY,MCCRACKEN
40177,"WEST POINT, KY",WEST POINT,KY,HARDIN
42564,"WEST SOMERSET, KY",WEST SOMERSET,KY,PULASKI
41268,"WEST VAN LEAR, KY",WEST VAN LEAR,KY,JOHNSON
40077,"WESTPORT, KY",WESTPORT,KY,OLDHAM
40178,"WESTVIEW, KY",WESTVIEW,KY,BRECKINRIDGE
42463,"WHEATCROFT, KY",WHEATCROFT,KY,WEBSTER
41669,"WHEELWRIGHT, KY",WHEELWRIGHT,KY,FLOYD
41390,"WHICK, KY",WHICK,KY,BREATHITT
42788,"WHITE MILLS, KY",WHITE MILLS,KY,HARDIN
42464,"WHITE PLAINS, KY",WHITE PLAINS,KY,HOPKINS
41858,"WHITESBURG, KY",WHITESBURG,KY,LETCHER
42378,"WHITESVILLE, KY",WHITESVILLE,KY,DAVIESS
42653,"WHITLEY CITY, KY",WHITLEY CITY,KY,MCCREARY
42087,"WICKLIFFE, KY",WICKLIFFE,KY,BALLARD
41181,"WILLARD, KY",WILLARD,KY,CARTER
40769,"WILLIAMSBURG, KY",WILLIAMSBURG,KY,WHITLEY
41271,"WILLIAMSPORT, KY",WILLIAMSPORT,KY,JOHNSON
41097,"WILLIAMSTOWN, KY",WILLIAMSTOWN,KY,GRANT
40078,"WILLISBURG, KY",WILLISBURG,KY,WASHINGTON
40390,"WILMORE, KY",WILMORE,KY,JESSAMINE
40391,"WINCHESTER, KY",WINCHESTER,KY,CLARK
40392,"WINCHESTER, KY",WINCHESTER,KY,CLARK
42565,"WINDSOR, KY",WINDSOR,KY,CASEY
42088,"WINGO, KY",WINGO,KY,GRAVES
41274,"WITTENSVILLE, KY",WITTENSVILLE,KY,JOHNSON
40771,"WOODBINE, KY",WOODBINE,KY,KNOX
42170,"WOODBURN, KY",WOODBURN,KY,WARREN
41776,"WOOTON, KY",WOOTON,KY,LESLIE
41183,"WORTHINGTON, KY",WORTHINGTON,KY,GREENUP
41098,"WORTHVILLE, KY",WORTHVILLE,KY,CARROLL
41477,"WRIGLEY, KY",WRIGLEY,KY,MORGAN
41777,"YEADDISS, KY",YEADDISS,KY,LESLIE
42566,"YOSEMITE, KY",YOSEMITE,KY,CASEY
41397,"ZOE, KY",ZOE,KY,LEE
